hash,llm,benchmarks,classifier,calibrate,balance_classes,features,spearman_rho,mae
29fb03776a8d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.13176734934159606
00f73f4a82b3,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.12882223748379026
434b836f55f2,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,True,max se_sum nll_sum,0.9636363636363635,0.1265236891163154
01263c891c32,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,True,se_sum,0.9515151515151514,0.15716179874322853
7840bae2494b,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.07457367787411448
ed7f7431f989,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.09440120118314546
df5a8561553d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,False,max se_sum nll_sum,0.9636363636363635,0.08813234790770746
e3cebdd9fb16,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,logistic_regression,False,False,se_sum,0.9515151515151514,0.10757660811237335
9440e7f13248,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.13351488722237126
c1ec80c634fd,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.13085541603809853
5db375646647,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,True,max se_sum nll_sum,0.9636363636363635,0.12842576132325598
11eca1ff2791,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,True,se_sum,0.9636363636363635,0.14826050487197928
9d9f5b9f2378,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.08631591612413173
1a2e9327f842,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.10746507104285825
a92e79ee3597,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,False,max se_sum nll_sum,0.9515151515151514,0.10038349548331937
46124ad979c4,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,True,False,se_sum,0.9515151515151514,0.12509321200442222
797f8d4a54b4,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.1345047702313655
685bc19bfaff,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.1303973122955554
a6589abd2008,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,True,max se_sum nll_sum,0.9636363636363635,0.13492698910296536
afe18b7d4112,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,True,se_sum,0.9636363636363635,0.19631004872382257
e576cd882c4d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.0770976433402357
313ad15e8138,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.12650177625533587
dc5bcb27fbe5,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,False,max se_sum nll_sum,0.9515151515151514,0.16209862622082805
c6436e8ccfdd,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test scibench-test,neural_network,False,False,se_sum,0.9515151515151514,0.19187989028752422
63386b67d2b7,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.11348428010428606
8321aa46f287,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.1355856847715357
5fdfe393d8b0,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,True,max se_sum nll_sum,0.9636363636363635,0.13409232593203238
d55e1d82aa77,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,True,se_sum,0.9636363636363635,0.13313476109345707
4fe1a61cdc29,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.10517288180799966
98b6a51a2b49,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.13352672746903527
271de373654f,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,False,max se_sum nll_sum,0.9515151515151514,0.12799391846492428
30bdd806c0f1,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,True,False,se_sum,0.9515151515151514,0.1318420094653991
f842cefd9997,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.11724490026524863
ee03533cef82,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.10540092044443186
7ca9ac4cbbf5,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,True,max se_sum nll_sum,0.9636363636363635,0.12164636497328925
95d2db2b5d38,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,True,se_sum,0.9636363636363635,0.11951867583855777
914067776abf,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.11158001321274078
0d1064a48741,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.12809450551518814
c96c69f78b79,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,False,max se_sum nll_sum,0.9636363636363635,0.12280045087500246
be4cdc375241,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,random_forest,False,False,se_sum,0.9636363636363635,0.12298882834330374
e0f6145e7061,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9393939393939393,0.1160103113173796
6f975e0a09bf,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.1526433268347553
dca3e548dcbe,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,True,max se_sum nll_sum,0.9515151515151514,0.1287767433127533
4195ea405440,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,True,se_sum,0.9515151515151514,0.14296808289827118
a865361036b3,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9393939393939393,0.11600806004111912
612f19ae7dfe,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.1500409194399619
590c6d809657,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,False,max se_sum nll_sum,0.9515151515151514,0.13004110994144702
817dfe159888,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,True,False,se_sum,0.9515151515151514,0.14296808224346982
ed3bf84e4912,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.13934684142105752
96b6b74878e2,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.14088693367796531
42bb3e31f796,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,True,max se_sum nll_sum,0.9636363636363635,0.13456188505762
bb5c37e8034c,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,True,se_sum,0.9515151515151514,0.16006270841833153
1c0ccd18191e,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9393939393939393,0.11303200872905539
07c6e6e01757,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.14325620253427035
7cbc359e6d46,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,False,max se_sum nll_sum,0.9515151515151514,0.1277421905566652
7d7f0928112b,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,logistic_regression,False,False,se_sum,0.9515151515151514,0.14204142886783663
4604d74fa6bb,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.14222992281611563
8fcbf4995975,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.13696545698713655
37541fd5096c,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,True,max se_sum nll_sum,0.9636363636363635,0.1330086673598377
17cb7d9b96d8,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,True,se_sum,0.9515151515151514,0.16227045287803707
e453306a9bc2,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.1174386680901294
5d94518c31da,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.20087317588640347
964359db739c,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,False,max se_sum nll_sum,0.9151515151515152,0.16268176298407575
7d4e7f8e6f2d,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,True,False,se_sum,0.9515151515151514,0.13199501072301267
cc0eac64af0f,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9393939393939393,0.13523901200893124
7d0f54787e77,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.13723596994466758
42fa6237a0e6,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,True,max se_sum nll_sum,0.9636363636363635,0.16483623747415518
138b8de06b0a,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,True,se_sum,0.9515151515151514,0.21222729150838832
6ddb1a21f850,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.112857672901213
6052fb1c7ee2,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9636363636363635,0.2008643309307693
9affc3a5bbbf,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,False,max se_sum nll_sum,0.9151515151515152,0.24062143067842706
d0238166bc11,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test theoremqa-test,neural_network,False,False,se_sum,0.9515151515151514,0.16951021353727563
0f7b5af82cc2,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.08796137799596968
86625aefc48d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.10469875446277746
cfb6071ca607,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,True,max se_sum nll_sum,0.9636363636363635,0.11197559881344665
85639a881181,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,True,se_sum,0.9636363636363635,0.11119955571607562
e456574166bf,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.0805688782399487
51af9aae8f3d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.10179653990574215
98cc18537c83,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,False,max se_sum nll_sum,0.9515151515151514,0.10587417166297794
42981570c1f3,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,True,False,se_sum,0.9515151515151514,0.10434228822961851
c8c0584dc0ec,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.11220373693289323
3eadee96097f,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9636363636363635,0.08967894473620548
9c58b72b8bae,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,True,max se_sum nll_sum,0.9636363636363635,0.11331517368203976
8b1d660f9735,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,True,se_sum,0.9636363636363635,0.11175979941454695
e2be1938c9c4,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.07683966958653468
105c718df66f,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.0992581429618915
5ce5c9dae0ee,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,False,max se_sum nll_sum,0.9636363636363635,0.10680868116976419
589fba1f13bb,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,random_forest,False,False,se_sum,0.9636363636363635,0.10080891375583496
7b3ccd78d7b7,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.0869246344780101
6b238945d91c,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.11595397377418548
7cf9aaa2c6b3,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,True,max se_sum nll_sum,0.9636363636363635,0.10679784441163498
fd1cbe5daa59,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,True,se_sum,0.9515151515151514,0.1263724565766092
30c9cfc4d866,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.08828941519902364
13b06dac3dbb,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.11548354378575579
0febd9b39e1b,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,False,max se_sum nll_sum,0.9636363636363635,0.10709833404911892
775310c50bde,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,True,False,se_sum,0.9515151515151514,0.12637245630665025
fd3833d0ba26,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.11964153417041308
fcb06c19c8bc,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.12048011321419247
9b58617b71a1,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,True,max se_sum nll_sum,0.9636363636363635,0.12135785714127553
cbe911314acf,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,True,se_sum,0.9515151515151514,0.15607697078928431
4cc890d9239f,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.08743988694910168
378e7a31e0c3,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.11472433325304916
0bb8307cf8f0,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,False,max se_sum nll_sum,0.9636363636363635,0.10533039697679447
51b34f4759f8,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,logistic_regression,False,False,se_sum,0.9515151515151514,0.1258927427133099
3a99df044b05,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.1260901141699025
ddf1f2adc667,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.1250795028960346
e78dc826ddb2,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,True,max se_sum nll_sum,0.9636363636363635,0.13339818967645775
5018dd709216,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,True,se_sum,0.9515151515151514,0.16073458417169212
2ce52926adbd,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.08869707604292154
be7809ebf042,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9393939393939393,0.12394787643028679
688143502f93,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,False,max se_sum nll_sum,0.9515151515151514,0.11857103334158277
85b3c11225de,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,True,False,se_sum,0.9515151515151514,0.13563954994491256
7f97136f7e4c,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.1169441066509598
e625e2704710,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.12074028266200065
30a24ef26624,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,True,max se_sum nll_sum,0.9636363636363635,0.13032901576885225
1a4b09ceb661,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,True,se_sum,0.9515151515151514,0.21273063284882543
06832ef0317a,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.08576113779015784
f55166093f3d,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.1321957339710737
87d84e57948a,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,False,max se_sum nll_sum,0.9515151515151514,0.1639598393307869
b7fe58f83b21,qwen3-4b,gsmsymbolic-test mathhendrycks-test matscibench-test theoremqa-test,neural_network,False,False,se_sum,0.9515151515151514,0.22892496822940753
bc4cfac627f1,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.07538973698595684
2ccc7cc9dd90,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.08822342671953631
c3a8b9fc2ac8,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,True,max se_sum nll_sum,0.9636363636363635,0.10266370444479878
1c6b8f5bc496,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,True,se_sum,0.9636363636363635,0.10312897859629207
747bdcea994e,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.07793543288673721
ee8dcff2aca6,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.08654412093353714
c4cdea059b37,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,False,max se_sum nll_sum,0.9515151515151514,0.0992715543519074
a54e8cb0a00d,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,True,False,se_sum,0.9515151515151514,0.0988827684189747
00539eb3a0c6,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9636363636363635,0.08511134860627574
450520cfaf91,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,True,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.10392129044381407
f503d342383d,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,True,max se_sum nll_sum,0.9636363636363635,0.10961454183826809
3a7202c36c08,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,True,se_sum,0.9636363636363635,0.11405927513238852
207f3a822eec,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis se_sum nll_avg nll_max nll_sum lntp mtp ppl,0.9515151515151514,0.07833910657968084
5bdffa4d51dc,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,False,mean std max q10 q25 q50 q75 q90 skewness kurtosis,0.9515151515151514,0.08585070593218806
d938933540d3,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,False,max se_sum nll_sum,0.9636363636363635,0.09412171608661313
e2ecd6a23f9b,qwen3-4b,gsmsymbolic-test livemathbench-test mathhendrycks-test matscibench-test,random_forest,False,False,se_sum,0.9636363636363635,0.09461384392171852
